0,"Mack the Knife","Kurt Weill"
0,"Song for My Father","Horace Silver"
1,"All Blues","Miles Davis"
1,"Impressions","John Coltrane"
1,"So What","Miles Davis"
1,"Mr. P.C.","John Coltrane"
1,"Work Song","Nat Adderley"
1,"Doxy","Sonny Rollins"
1,"Take Five","Paul Desmond"
1,"Straight, No Chaser","Thelonious Monk"
1,"Equinox","John Coltrane"
1,"St. Thomas","Sonny Rollins"
1,"Killer Joe","Benny Golson"
1,"Sugar","Stanley Turrentine"
1,"Recorda-Me","Joe Henderson"
1,"One Note Samba (Samba de Uma Nota Só)","Antônio Carlos Jobim"
1,"Moanin'","Bobby Timmons"
1,"Tune-Up","Miles Davis"
1,"Things Ain't What They Used to Be","Mercer Ellington"
1,"Centerpiece","Harry Edison / Jon Hendricks"
1,"Chitlins Con Carne","Kenny Burrell"
1,"Footprints","Wayne Shorter"
1,"Little Boat (O Barquinho)","Roberto Menescal"
1,"The Sidewinder","Lee Morgan"
1,"So Danco Samba","Antônio Carlos Jobim"
1,"This Masquerade","Leon Russell"
1,"Bluesette","Toots Thielemans"
1,"When Sunny Gets Blue","Marvin Fisher"
1,"Blue 'n' Boogie","Dizzy Gillespie / Frank Paparelli"
1,"Stolen Moments","Oliver Nelson"
1,"Afro Blue","Mongo Santamaria"
1,"All of Me","Gerald Marks / Seymour Simons"
1,"Blue Skies","Irving Berlin"
1,"Georgia on My Mind","Hoagy Carmichael"
1,"Ain't Misbehavin'","Fats Waller / Harry Brooks"
1,"On the Sunny Side of the Street","Jimmy McHugh"
1,"I Can't Give You Anything but Love","Jimmy McHugh"
1,"'Deed I Do","Fred Rose / Walter Hirsch"
1,"Undecided","Charlie Shavers"
1,"Walkin' My Baby Back Home","Fred E. Ahlert"
1,"When You're Smiling","Larry Shay / Mark Fisher / Joe Goodwin"
1,"Whispering","John Schonberger"
1,"Sweet Lorraine","Cliff Burwell"
1,"Ain't She Sweet","Milton Ager"
1,"Sweet Sue, Just You","Victor Young"
1,"Dinah","Harry Akst"
1,"Ja-Da","Bob Carleton"
1,"I'm Confessin' (That I Love You)","Doc Daugherty / Ellis Reynolds"
1,"L-O-V-E","Bert Kaempfert"
1,"Unforgettable","Irving Gordon"
1,"Mona Lisa","Ray Evans / Jay Livingston"
1,"It's Only a Paper Moon","Harold Arlen"
1,"Let's Fall in Love","Harold Arlen"
1,"Pennies from Heaven","Arthur Johnston"
1,"Stompin' at the Savoy","Edgar Sampson"
1,"The Lady Is a Tramp","Richard Rodgers"
1,"S'Wonderful","George Gershwin"
1,"They Can't Take That Away from Me","George Gershwin"
1,"Nice Work If You Can Get It","George Gershwin"
1,"For Sentimental Reasons","William Best"
1,"Let There Be Love","Lionel Rand"
1,"(I Love You) For Sentimental Reasons","William Best"
1,"Is You Is or Is You Ain't My Baby","Louis Jordan / Billy Austin"
1,"Caldonia","Louis Jordan"
1,"Let the Good Times Roll","Sam Theard / Fleecie Moore"
1,"Choo Choo Ch'Boogie","Vaughn Horton / Denver Darling / Milt Gabler"
1,"I Hear Music","Burton Lane"
1,"On a Slow Boat to China","Frank Loesser"
1,"Don't Sit Under the Apple Tree","Sam H. Stept"
1,"I'll Be Seeing You","Sammy Fain"
1,"Sunday Kind of Love","Barbara Belle / Anita Leonard / Stan Rhodes / Louis Prima"
2,"Take the “A” Train","Billy Strayhorn"
2,"Beautiful Love","Victor Young"
2,"Softly As in a Morning Sunrise","Sigmund Romberg"
2,"Perdido","Juan Tizol"
2,"The Girl from Ipanema","Antônio Carlos Jobim"
2,"Wave","Antônio Carlos Jobim"
2,"Corcovado aka Quiet Nights of Quiet Stars","Antônio Carlos Jobim"
2,"Don’t Get Around Much Anymore","Duke Ellington"
2,"In a Mellow Tone","Duke Ellington"
2,"You'd Be So Nice to Come Home To","Cole Porter"
2,"The Days of Wine and Roses","Henry Mancini"
2,"Almost Like Being in Love","Frederick Loewe"
2,"Bewitched, Bothered and Bewildered","Richard Rodgers"
2,"Beyond the Sea","Charles Trenet"
2,"C'est Si Bon","Henri Betti"
2,"Charade","Henry Mancini"
2,"Cry Me a River","Arthur Hamilton"
2,"East of the Sun","Brooks Bowman"
2,"Exactly Like You","Jimmy McHugh"
2,"Fascinating Rhythm","George Gershwin"
2,"From This Moment On","Cole Porter"
2,"I Could Write a Book","Richard Rodgers"
2,"I Got It Bad (and That Ain't Good)","Duke Ellington"
2,"I'm in the Mood for Love","Jimmy McHugh"
2,"I've Got the World on a String","Harold Arlen"
2,"I've Got You Under My Skin","Cole Porter"
2,"If I Had You","Jimmy Campbell / Reg Connelly / Ted Shapiro"
2,"Makin' Whoopee","Walter Donaldson"
2,"Moonglow","Will Hudson / Irving Mills"
2,"September Song","Kurt Weill"
2,"Somebody Loves Me","George Gershwin"
2,"Sometimes I'm Happy","Vincent Youmans"
2,"Tea for Two","Vincent Youmans"
2,"Too Marvelous for Words","Richard A. Whiting"
2,"Ain't That a Kick in the Head","Jimmy Van Heusen"
2,"All the Way","Jimmy Van Heusen"
2,"Anything Goes","Cole Porter"
2,"Baubles, Bangles and Beads","Alexander Borodin / Robert Wright"
2,"Besame Mucho","Consuelo Velázquez"
2,"Blue Gardenia","Lester Lee / Bob Russell"
2,"Crazy Rhythm","Joseph Meyer / Roger Wolfe Kahn"
2,"Don't Fence Me In","Cole Porter"
2,"Dream a Little Dream of Me","Fabian Andre / Wilbur Schwandt"
2,"Five Foot Two, Eyes of Blue","Ray Henderson"
2,"Give Me the Simple Life","Rube Bloom"
2,"The Glory of Love","Billy Hill"
2,"Hard Hearted Hannah","Milton Ager"
2,"Hello, Dolly!","Jerry Herman"
2,"I Can't Believe That You're in Love with Me","Jimmy McHugh"
2,"I Won't Dance","Jerome Kern"
2,"If I Loved You","Richard Rodgers"
2,"I'm Beginning to See the Light","Duke Ellington / Harry James"
2,"I'm Sitting on Top of the World","Ray Henderson"
2,"It Had to Be You","Isham Jones"
2,"It's a Good Day","Peggy Lee / Dave Barbour"
2,"I've Heard That Song Before","Jule Styne"
2,"Java Jive","Ben Oakland"
2,"Jump, Jive, an' Wail","Louis Prima"
2,"Just a Gigolo","Leonello Casucci"
2,"Let It Snow! Let It Snow! Let It Snow!","Jule Styne"
2,"Let's Get Away from It All","Matt Dennis"
2,"Little White Lies","Walter Donaldson"
2,"Love Is Just Around the Corner","Lewis E. Gensler"
2,"Lover Man","Jimmy Davis / Roger Ramirez"
2,"Mean to Me","Fred E. Ahlert"
2,"My Baby Just Cares for Me","Walter Donaldson"
2,"My Blue Heaven","Walter Donaldson"
2,"On the Street Where You Live","Frederick Loewe"
2,"Opus One","Sy Oliver"
2,"Pick Yourself Up","Jerome Kern"
2,"Please Don't Talk About Me When I'm Gone","Sam H. Stept"
2,"Puttin' on the Ritz","Irving Berlin"
2,"Red Top","Lionel Hampton / Ben Kynard"
2,"Robbin's Nest","Sir Charles Thompson / Illinois Jacquet"
2,"Rosetta","Earl Hines"
2,"Runnin' Wild","A.H. Gibbs"
2,"Sentimental Journey","Les Brown / Ben Homer"
2,"Shiny Stockings","Frank Foster"
2,"Side by Side","Harry M. Woods"
2,"Somebody Stole My Gal","Leo Wood"
2,"Straighten Up and Fly Right","Nat King Cole / Irving Mills"
2,"Sunday","Jule Styne"
2,"A Sunday Kind of Love","Barbara Belle / Anita Leonard / Stan Rhodes / Louis Prima"
2,"The Sweetest Sounds","Richard Rodgers"
2,"Swinging on a Star","Jimmy Van Heusen"
2,"That's Life","Dean Kay / Kelly Gordon"
2,"There Goes My Heart","Abner Silver"
2,"There! I've Said It Again","Redd Evans / David Mann"
2,"This Could Be the Start of Something Big","Steve Allen"
2,"Three Little Words","Harry Ruby"
2,"Toot, Toot, Tootsie! (Goo' Bye!)","Gus Kahn / Ernie Erdman / Dan Russo"
2,"You Always Hurt the One You Love","Doris Fisher / Allan Roberts"
2,"You Belong to Me","Pee Wee King / Redd Stewart / Chilton Price"
2,"You Brought a New Kind of Love to Me","Sammy Fain"
2,"You Turned the Tables on Me","Louis Alter"
2,"Young at Heart","Johnny Richards"
2,"Again","Lionel Newman"
2,"The Best Things in Life Are Free","Ray Henderson"
2,"The Blue Room","Richard Rodgers"
2,"Button Up Your Overcoat","Ray Henderson"
2,"Call Me Irresponsible","Jimmy Van Heusen"
2,"Chinatown, My Chinatown","Jean Schwartz"
2,"Coquette","Carmen Lombardo / Johnny Green"
2,"Day In, Day Out","Rube Bloom"
2,"Dearly Beloved","Jerome Kern"
2,"Easy Street","Alan Rankin Jones"
2,"An Affair to Remember","Harry Warren"
2,"Fine and Mellow","Billie Holiday"
2,"A Gal in Calico","Arthur Schwartz"
2,"Heart and Soul","Hoagy Carmichael"
2,"I Cried for You","Gus Arnheim / Abe Lyman / Arthur Freed"
2,"I Don't Know Why (I Just Do)","Fred E. Ahlert"
2,"I Don't Want to Walk Without You","Jule Styne"
2,"I Double Dare You","Jimmy Eaton / Terry Shand"
2,"I Get Along Without You Very Well","Hoagy Carmichael"
2,"I Gotta Right to Sing the Blues","Harold Arlen"
2,"I Had the Craziest Dream","Harry Warren"
2,"I Know That You Know","Vincent Youmans"
2,"I'll Get By (As Long as I Have You)","Fred E. Ahlert"
2,"I'll Never Smile Again","Ruth Lowe"
2,"I'm Always Chasing Rainbows","Harry Carroll"
2,"I'm Gonna Sit Right Down and Write Myself a Letter","Fred E. Ahlert"
2,"I'm Just a Lucky So-and-So","Duke Ellington"
2,"It's Been a Long, Long Time","Jule Styne"
2,"I've Got a Crush on You","George Gershwin"
2,"I've Got My Love to Keep Me Warm","Irving Berlin"
2,"June in January","Ralph Rainger"
2,"June Night","Abel Baer"
2,"Lazy River","Hoagy Carmichael"
2,"Learnin' the Blues","Dolores 'Vicki' Silvers"
2,"Let's Do It (Let's Fall in Love)","Cole Porter"
2,"The Lonesome Road","Nathaniel Shilkret"
2,"Love Me or Leave Me","Walter Donaldson"
2,"A Man and a Woman","Francis Lai"
2,"Midnight Sun","Lionel Hampton / Sonny Burke"
2,"Miss Brown to You","Richard A. Whiting / Ralph Rainger / Leo Robin"
2,"Moonlight Serenade","Glenn Miller"
2,"More","Riz Ortolani / Nino Oliviero"
2,"Music, Maestro, Please","Allie Wrubel"
2,"My Little Suede Shoes","Charlie Parker"
2,"My Silent Love","Dana Suesse"
2,"Oh, What a Beautiful Mornin'","Richard Rodgers"
2,"Old Cape Cod","Claire Rothrock / Milton Yakus / Allan Jeffrey"
2,"Red Sails in the Sunset","Hugh Williams"
2,"Rockin' Chair","Hoagy Carmichael"
2,"Room 608","Horace Silver"
2,"Save the Last Dance for Me","Doc Pomus / Mort Shuman"
2,"Say It Isn't So","Irving Berlin"
2,"The Second Time Around","Jimmy Van Heusen"
2,"Shoo Fly Pie and Apple Pan Dowdy","Guy Wood"
2,"Singin' in the Rain","Nacio Herb Brown"
2,"Sleepy Time Gal","Ange Lorenzo / Richard A. Whiting"
2,"Some Day","Rudolf Friml"
2,"Something's Gotta Give","Johnny Mercer"
2,"Stormy Weather","Harold Arlen"
2,"Sugar Blues","Clarence Williams"
2,"The Surrey with the Fringe on Top","Richard Rodgers"
2,"Thanks for the Memory","Ralph Rainger"
2,"That Certain Feeling","George Gershwin"
2,"That's Amore","Harry Warren"
2,"That's My Desire","Helmy Kresa"
2,"There Are Such Things","Stanley Adams / Abel Baer"
2,"They All Laughed","George Gershwin"
2,"Three Coins in the Fountain","Jule Styne"
2,"Till There Was You","Meredith Willson"
2,"Try to Remember","Harvey Schmidt"
2,"Walk on By","Burt Bacharach"
2,"The Way We Were","Marvin Hamlisch"
2,"What a Wonderful World","Bob Thiele / George David Weiss"
2,"Whatever Will Be, Will Be (Que Sera, Sera)","Jay Livingston / Ray Evans"
2,"When You're in Love","Gene de Paul"
2,"Where Is the Love?","Ralph MacDonald / William Salter"
2,"White Christmas","Irving Berlin"
2,"Why Was I Born?","Jerome Kern"
2,"With a Little Bit of Luck","Frederick Loewe"
2,"Wouldn't It Be Loverly","Frederick Loewe"
2,"You Are Too Beautiful","Richard Rodgers"
2,"You Can Depend on Me","Charles Carpenter / Louis Dunlap / Earl Hines"
2,"You Do Something to Me","Cole Porter"
2,"You Don't Know Me","Cindy Walker / Eddy Arnold"
2,"You Say You Care","Jule Styne"
2,"You're Getting to Be a Habit with Me","Harry Warren"
2,"You're Nobody 'til Somebody Loves You","Russ Morgan / Larry Stock / James Cavanaugh"
2,"And the Angels Sing","Ziggy Elman"
2,"The Anniversary Waltz","Dave Franklin"
2,"Anytime","Herbert 'Happy' Lawson"
2,"At Sundown","Walter Donaldson"
2,"Azure","Duke Ellington"
2,"Baby, It's Cold Outside","Frank Loesser"
2,"Ballin' the Jack","Chris Smith"
2,"Beautiful Ohio","Mary Earl"
2,"Bei Mir Bist Du Schoen","Sholom Secunda"
2,"The Birth of the Blues","Ray Henderson"
2,"Black and Blue","Fats Waller"
2,"Blue Because of You","J. C. Johnson"
2,"Blue Hawaii","Leo Robin / Ralph Rainger"
2,"Blue Prelude","Gordon Jenkins / Joe Bishop"
2,"Blues in the Night","Harold Arlen"
2,"A Bushel and a Peck","Frank Loesser"
2,"The Christmas Waltz","Jule Styne"
2,"Cuddle Up a Little Closer, Lovey Mine","Karl Hoschna"
2,"Dancing on the Grave","Donaldson"
2,"The Darktown Strutters' Ball","Shelton Brooks"
2,"Does Your Heart Beat for Me?","Arnold Johnson"
2,"Don't Bring Lulu","Ray Henderson"
2,"Down Among the Sheltering Palms","Abe Olman"
2,"Down Hearted Blues","Lovie Austin"
2,"Down Yonder","L. Wolfe Gilbert"
2,"Drifting and Dreaming","Havana"
2,"The End of the World","Arthur Kent"
2,"Enjoy Yourself (It's Later Than You Think)","Carl Sigman"
2,"Ev'rything I've Got","Richard Rodgers"
2,"Farewell Blues","Paul Mares / Leon Roppolo / Elmer Schoebel"
2,"For Me and My Gal","George W. Meyer"
2,"Forty-Second Street","Harry Warren"
2,"Friendship","Cole Porter"
2,"A Fella with an Umbrella","Irving Berlin"
2,"Galway Bay","Arthur Colahan"
2,"Get Me to the Church on Time","Frederick Loewe"
2,"Goofus","Wayne King"
2,"The Gypsy","Billy Reid"
2,"Gypsy in My Soul","Clay Boland"
2,"Happy Days Are Here Again","Milton Ager"
2,"Happy Feet","Milton Ager"
2,"Happy Holiday","Irving Berlin"
2,"Haunted Heart","Arthur Schwartz"
2,"Have I Told You Lately That I Love You?","Scotty Wiseman"
2,"Have Yourself a Merry Little Christmas","Hugh Martin"
2,"Heartaches","Al Hoffman"
2,"Hello, My Lover, Goodbye","Johnny Green"
2,"Here in My Arms","Richard Rodgers"
2,"Hernando's Hideaway","Richard Adler"
2,"Hey There","Richard Adler"
2,"High on a Windy Hill","Alex Kramer"
2,"Hold Me, Thrill Me, Kiss Me","Harry Noble"
2,"A Hot Time in the Old Town Tonight","Theodore Metz"
2,"How About Me?","Irving Berlin"
2,"How Blue the Night","Jimmy McHugh"
2,"How Ya Gonna Keep 'Em Down on the Farm?","Walter Donaldson"
2,"A Hundred Years from Today","Victor Young"
2,"I Almost Lost My Mind","Ivory Joe Hunter"
2,"I Don't Care","Jean Lenox / Harry O. Sutton"
2,"I Found a Million Dollar Baby","Harry Warren"
2,"I'm Nobody's Baby","Benny Davis / Milton Ager / Lester Santly"
2,"In the Chapel in the Moonlight","Billy Hill"
2,"Isle of Capri","Will Grosz"
2,"It's a Most Unusual Day","Jimmy McHugh"
2,"La Vie en Rose","Louiguy"
2,"Lady, Be Good","George Gershwin"
2,"Li'l Darlin'","Neal Hefti"
2,"The Lonesomest Girl in Town","James V. Monaco"
2,"Manhattan","Richard Rodgers"
2,"The Man That Got Away","Harold Arlen"
2,"Margie","Conrad, Robinson"
2,"Marta","Moisés Simons"
2,"Melancholy Baby","Ernie Burnett"
2,"A Melody from the Sky","Louis Alter"
2,"Memphis in June","Hoagy Carmichael"
2,"The Merry-Go-Round Broke Down","Cliff Friend / Dave Franklin"
2,"Minnie the Moocher","Cab Calloway / Irving Mills / Clarence Gaskill"
2,"Mississippi Mud","Harry Barris"
2,"Mister Five by Five","Gene de Paul"
2,"Mister Sandman","Pat Ballard"
2,"Moments to Remember","Robert Allen"
2,"Moon Over Miami","Joe Burke"
2,"Moonlight and Roses","Ben Black / Neil Moret"
2,"Moonlight Bay","Percy Wenrich"
2,"Moonlight Cocktail","Lucky Roberts"
2,"Mountain Greenery","Richard Rodgers"
2,"My Darling, My Darling","Frank Loesser"
2,"My Dear","Jule Styne"
2,"My Dream Is Yours","Harry Warren"
2,"My Heart Cries for You","Percy Faith / Carl Sigman"
2,"My Heart Tells Me","Harry Warren"
2,"My Honey's Lovin' Arms","Joseph Meyer"
2,"My Kind of Town","Jimmy Van Heusen"
2,"My Monday Date","Earl Hines"
2,"My Mother's Eyes","Abel Baer"
2,"My Own True Love (Tara's Theme)","Max Steiner"
2,"My Prayer","Georges Boulanger"
2,"My Reverie","Claude Debussy"
2,"My Shawl","Xavier Cugat"
2,"My Sin","Ray Henderson"
2,"My Time of Day","Frank Loesser"
2,"Nancy (With the Laughing Face)","Jimmy Van Heusen"
2,"Nature Boy","eden ahbez"
2,"A New-Fangled Tango","Ralph Blane"
2,"A Nightingale Sang in Berkeley Square","Manning Sherwin"
2,"Nobody's Sweetheart","Gus Kahn / Ernie Erdman / Billy Meyers / Elmer Schoebel"
2,"Nola","Felix Arndt"
2,"Of Thee I Sing","George Gershwin"
2,"Oh, You Beautiful Doll","Nat D. Ayer"
2,"Old Folks","Willard Robison"
2,"The Old Lamplighter","Nat Simon"
2,"On a Little Street in Singapore","Peter DeRose"
2,"On the Atchison, Topeka and the Santa Fe","Harry Warren"
2,"On the South Side of Chicago","Dave Clark"
2,"One Kiss","Sigmund Romberg"
2,"The One I Love Belongs to Somebody Else","Isham Jones"
2,"One Morning in May","Hoagy Carmichael"
2,"One Night of Love","Victor Schertzinger"
2,"Orange Colored Sky","Milton DeLugg / Willie Stein"
2,"Orchids in the Moonlight","Vincent Youmans"
2,"The Organ Grinder's Swing","Will Hudson"
2,"Our Day Will Come","Mort Garson"
2,"Pagan Love Song","Nacio Herb Brown"
2,"Papa, Won't You Dance with Me?","Jule Styne"
2,"Paper Doll","Johnny S. Black"
2,"Paradise","Nacio Herb Brown"
2,"Paris in the Spring","Harry Revel"
2,"Pass Me By","Cy Coleman"
2,"Perfidia","Alberto Dominguez"
2,"Personality","Jimmy Van Heusen"
2,"Peter Cottontail","Steve Nelson / Jack Rollins"
2,"Pettin' in the Park","Harry Warren"
2,"Play a Simple Melody","Irving Berlin"
2,"Play Gypsies, Dance Gypsies","Emmerich Kálmán"
2,"Please","Ralph Rainger"
2,"Please Be Kind","Saul Chaplin / Sammy Cahn"
2,"Pretend","Lew Douglas / Cliff Parman / Frank Lavere"
2,"Prisoner of Love","Russ Columbo / Clarence Gaskill / Leo Robin"
2,"Put on Your Sunday Clothes","Jerry Herman"
2,"Put Your Arms Around Me, Honey","Albert Von Tilzer"
2,"Quando, Quando, Quando","Tony Renis"
2,"Ramona","Mabel Wayne"
2,"Red Roses for a Blue Lady","Sid Tepper / Roy C. Bennett"
2,"Remember","Irving Berlin"
2,"Ridin' High","Cole Porter"
2,"The Road to Morocco","Jimmy Van Heusen"
2,"Rock-a-Bye Your Baby with a Dixie Melody","Jean Schwartz"
2,"Rose Marie","Rudolf Friml"
2,"Rose of Washington Square","James F. Hanley"
2,"A-Tisket, A-Tasket","Ella Fitzgerald / Van Alexander"
2,"Ain't We Got Fun?","Richard A. Whiting"
2,"Anywhere I Wander","Frank Loesser"
2,"April Showers","Louis Silvers"
2,"At Long Last Love","Cole Porter"
2,"Baby Face","Harry Akst"
2,"Baby, Won't You Please Come Home","Charles Warfield"
2,"Be My Love","Nicholas Brodszky"
2,"The Best Is Yet to Come","Cy Coleman"
2,"The Boy Next Door","Hugh Martin"
2,"Can't Help Lovin' Dat Man","Jerome Kern"
2,"Change Partners","Irving Berlin"
2,"Chicago (That Toddlin' Town)","Fred Fisher"
2,"The Christmas Song","Mel Tormé"
2,"Climb Ev'ry Mountain","Richard Rodgers"
2,"Close to You","Burt Bacharach"
2,"Cocktails for Two","Arthur Johnston"
2,"Come Back to Me","Burton Lane"
2,"Come Dance with Me","Jimmy Van Heusen"
2,"Come Fly with Me","Jimmy Van Heusen"
2,"Comes Love","Sam H. Stept"
2,"Daddy","Bobby Troup"
2,"Deep Purple","Peter DeRose"
2,"Diane","Ernö Rapée / Lew Pollack"
2,"Do I Love You Because You're Beautiful?","Richard Rodgers"
2,"Do You Know What It Means to Miss New Orleans?","Eddie DeLange / Louis Alter"
2,"Don't Blame Me","Jimmy McHugh"
2,"Don't Explain","Billie Holiday / Arthur Herzog Jr."
2,"Don't Worry 'Bout Me","Rube Bloom"
2,"Down with Love","Harold Arlen"
2,"A Dreamer's Holiday","Mabel Wayne"
2,"Ebb Tide","Robert Maxwell"
2,"Eleanor Rigby","The Beatles"
2,"Everything But You","Duke Ellington / Harry James"
2,"Ev'ry Time We Say Goodbye","Cole Porter"
2,"Falling in Love with Love","Richard Rodgers"
2,"Fine and Dandy","Kay Swift"
2,"For All We Know","J. Fred Coots"
2,"For Once in My Life","Ron Miller"
2,"Fools Rush In","Rube Bloom"
2,"Frenesí","Alberto Dominguez"
2,"Get Out of Town","Cole Porter"
2,"Getting to Know You","Richard Rodgers"
2,"Ghost of a Chance","Victor Young"
2,"Gigi","Frederick Loewe"
2,"Girl Talk","Neal Hefti"
2,"Glad to Be Unhappy","Richard Rodgers"
2,"Goin' Out of My Head","Teddy Randazzo / Bobby Weinstein"
2,"Good Morning Heartache","Irene Higginbotham / Ervin Drake / Dan Fisher"
2,"Goodbye","Gordon Jenkins"
2,"A Good Man Is Hard to Find","Eddie Green"
2,"Happy Talk","Richard Rodgers"
2,"Harlem Nocturne","Earle Hagen"
2,"He Loves and She Loves","George Gershwin"
2,"He Was Too Good to Me","Richard Rodgers"
2,"Hey, Look Me Over","Cy Coleman"
2,"High Hopes","Jimmy Van Heusen"
2,"A House Is Not a Home","Burt Bacharach"
2,"How About You?","Burton Lane"
2,"How Are Things in Glocca Morra?","Burton Lane"
2,"How Come You Do Me Like You Do?","Gene Austin / Roy Bergere"
2,"How Little We Know","Hoagy Carmichael"
2,"How Long Has This Been Going On?","George Gershwin"
2,"I Believe in You","Frank Loesser"
2,"I Concentrate on You","Cole Porter"
2,"I Could Have Danced All Night","Frederick Loewe"
2,"I Cover the Waterfront","Johnny Green"
2,"I Didn't Know About You","Duke Ellington"
2,"I Don't Stand a Ghost of a Chance","Victor Young"
2,"I Enjoy Being a Girl","Richard Rodgers"
2,"I Fall in Love Too Easily","Jule Styne"
2,"I Happen to like New York","Cole Porter"
2,"I have Dreamed","Richard Rodgers"
2,"I Left My Heart in San Francisco","George Cory"
2,"I Like the Likes of You","Vernon Duke"
2,"I Love a Piano","Irving Berlin"
2,"I Love Paris","Cole Porter"
2,"I Married an Angel","Richard Rodgers"
2,"I May Be Wrong (But I Think You're Wonderful)","Henry Sullivan"
2,"I Never Knew","Ted Fiorito"
2,"I Only Have Eyes for You","Harry Warren"
2,"I Say a Little Prayer","Burt Bacharach"
2,"I See Your Face Before Me","Arthur Schwartz"
2,"I Should Care","Axel Stordahl / Paul Weston"
2,"I Talk to the Trees","Frederick Loewe"
2,"I Thought About You","Jimmy Van Heusen"
2,"I Understand","Mabel Wayne"
2,"I Walk a Little Faster","Cy Coleman"
2,"I Wanna Be Around","Johnny Mercer / Sadie Vimmerstedt"
2,"I Will Wait for You","Michel Legrand"
2,"I Wish I Didn't Love You So","Frank Loesser"
2,"I Wish You Love","Charles Trenet"
2,"I Wished on the Moon","Ralph Rainger"
2,"I'd Be Surprisingly Good for You","Andrew Lloyd Webber"
2,"I'd Climb the Highest Mountain","Lew Brown / Sidney Clare"
2,"I'd Do Anything for You","Alex Hill / Claude Hopkins"
2,"I'd Rather Be Right","Richard Rodgers"
2,"If Ever I Would Leave You","Frederick Loewe"
2,"If He Walked into My Life","Jerry Herman"
2,"If I Ruled the World","Cyril Ornadel"
2,"If My Friends Could See Me Now","Cy Coleman"
2,"If There Is Someone Lovelier Than You","Arthur Schwartz"
2,"If This Isn't Love","Burton Lane"
2,"I'll Be Around","Alec Wilder"
